Record_ID,Year,Season,Crop,State,Farm_Size_Category,Area_Hectares,Soil_Type,Soil_pH,Seed_Variety,Irrigation_Method,Rainfall_mm,Temperature_C,Humidity_pct,Fertilizer_kg_per_ha,Pesticide_kg_per_ha,Water_Usage_mm,Water_Efficiency,Labor_Hours_per_ha,Yield_tonnes_per_ha,Production_tonnes,Market_Price_per_ton,Storage_Loss_pct,Revenue_INR,Cost_INR,Profit_INR,Disease_Incidence_pct,Pest_Incidence_pct
539,2021,Kharif,Rice,Bihar,Medium,0.94,Sandy,6.24,Traditional,Drip,745.6,29.2,67.5,151.2,1.91,308.3,2.049,357.0,6.316,5.94,1860.6,8.8,10080.15,56303.78,-46223.63,43.5,31.8
540,2024,Rabi,Sugarcane,Punjab,Small,2.47,Black,5.93,Traditional,Canal,270.4,22.4,45.4,117.9,2.92,374.1,8.375,368.0,31.328,77.38,2114.4,6.08,153657.73,118623.58,35034.15,15.7,15.1
541,2021,Kharif,Wheat,Jharkhand,Medium,0.82,Loamy,6.5,Traditional,Rainfed,719.5,27.8,70.6,113.9,3.19,289.7,1.487,449.0,4.309,3.53,1965.2,3.51,6694.0,51391.79,-44697.79,56.2,61.8
542,2023,Rabi,Maize,Odisha,Medium,3.05,Black,7.0,High-Yield Variety,Borewell,207.6,19.5,56.5,154.4,2.5,379.2,1.391,313.0,5.274,16.09,2008.0,7.6,29851.91,136722.86,-106870.95,21.2,19.7
543,2021,Zaid,Soybean,Assam,Small,2.65,Black,6.91,High-Yield Variety,Canal,99.8,33.7,44.2,123.9,4.73,365.6,0.88,343.0,3.218,8.53,1930.6,8.56,15058.78,111834.26,-96775.48,29.9,19.1
544,2024,Kharif,Wheat,Punjab,Medium,3.96,Loamy,6.49,Traditional,Sprinkler,826.0,30.6,78.0,122.2,2.47,486.0,1.191,277.0,5.791,22.93,1692.9,8.41,35554.1,188128.98,-152574.88,47.6,51.7
545,2023,Kharif,Mustard,Uttar Pradesh,Large,1.19,Alluvial,6.37,High-Yield Variety,Borewell,876.4,26.1,83.5,75.1,3.17,652.5,0.529,279.0,3.454,4.11,1865.1,9.67,6924.07,66445.99,-59521.92,47.4,33.0
546,2021,Rabi,Maize,Uttar Pradesh,Medium,1.82,Sandy,6.43,High-Yield Variety,Rainfed,200.2,23.3,53.0,125.2,2.24,154.9,2.817,317.0,4.365,7.94,2265.2,4.47,17182.04,87664.58,-70482.54,6.6,5.1
547,2023,Zaid,Wheat,Odisha,Small,2.22,Sandy,7.03,Traditional,Sprinkler,,35.6,49.4,124.4,3.14,213.4,1.732,344.0,3.695,8.2,1741.5,8.94,13003.16,87753.22,-74750.06,27.5,23.3
548,2022,Zaid,Soybean,Chhattisgarh,Medium,1.99,Black,6.89,High-Yield Variety,Rainfed,78.0,33.0,54.3,95.2,3.35,150.0,1.847,228.0,2.77,5.51,2099.9,7.2,10737.96,91481.11,-80743.15,19.2,20.4
549,2023,Kharif,Soybean,Assam,Medium,3.13,Sandy,6.75,Traditional,Rainfed,767.4,24.2,76.4,117.9,4.66,272.8,1.181,384.0,3.222,10.08,1902.1,7.74,17689.67,151305.76,-133616.09,37.7,28.7
550,2022,Kharif,Wheat,Assam,Small,3.55,Loamy,,Traditional,Canal,727.0,25.6,78.6,94.3,4.5,522.2,1.069,288.0,5.582,19.82,1884.9,10.11,33581.27,180266.75,-146685.48,35.3,36.5
551,2021,Kharif,Soybean,Jharkhand,Medium,1.2,Loamy,6.45,Traditional,Canal,815.3,28.3,84.1,143.3,3.67,485.0,0.806,322.0,3.911,4.69,1902.2,8.83,8133.49,61061.04,-52927.55,53.4,41.6
552,2022,Kharif,Soybean,Chhattisgarh,Small,4.26,Black,6.12,High-Yield Variety,Rainfed,750.3,30.0,82.9,138.7,3.85,333.4,1.02,457.0,3.401,14.49,1932.5,4.36,26781.33,207801.34,-181020.01,39.1,42.6
553,2023,Kharif,Mustard,Chhattisgarh,Small,0.99,Loamy,,High-Yield Variety,Canal,765.9,30.0,81.2,132.4,3.06,533.7,0.569,374.0,3.039,3.01,1831.2,3.0,5346.49,59406.34,-54059.85,47.0,51.5
554,2021,Zaid,Mustard,Bihar,Small,2.19,Sandy,6.73,High-Yield Variety,Canal,113.0,34.7,41.8,85.0,3.5,331.8,0.601,228.0,1.995,4.37,1841.0,6.85,7494.47,97492.92,-89998.45,14.1,12.0
555,2021,Kharif,Rice,Assam,Large,5.36,Clay,7.12,High-Yield Variety,Borewell,817.9,29.9,76.9,168.7,2.75,582.4,1.136,388.0,6.618,35.47,1570.0,5.68,52525.0,260512.68,-207987.68,36.2,36.9
556,2023,Kharif,Mustard,Jharkhand,Small,1.71,Alluvial,6.02,High-Yield Variety,Drip,812.3,28.7,71.9,143.8,2.46,364.7,1.118,229.0,4.079,6.97,1802.8,7.03,11682.15,89157.04,-77474.89,29.1,27.1
557,2021,Kharif,Mustard,West Bengal,Large,2.03,Alluvial,6.9,High-Yield Variety,Drip,673.6,29.6,78.3,129.2,4.49,302.4,1.38,267.0,4.175,8.47,1731.2,5.58,13844.48,110080.57,-96236.09,30.3,23.6
558,2022,Kharif,Groundnut,Assam,Large,3.48,Loamy,6.77,Traditional,Sprinkler,718.8,30.1,83.3,119.3,4.38,469.8,0.831,311.0,3.906,13.59,1892.2,6.89,23943.97,168523.0,-144579.03,40.2,34.6
559,2021,Zaid,Wheat,Assam,Small,1.52,Clay,6.43,High-Yield Variety,Drip,109.6,33.6,42.9,98.5,3.23,198.6,2.072,287.0,4.115,6.25,1783.1,8.89,10154.16,67800.98,-57646.82,24.1,19.0
560,2021,Kharif,Barley,Odisha,Small,1.56,Sandy,,High-Yield Variety,Sprinkler,796.1,29.0,73.5,119.6,2.67,399.6,1.324,198.0,5.29,8.25,1758.3,9.41,13140.45,80552.23,-67411.78,40.9,42.6
561,2023,Zaid,Wheat,Assam,Small,2.53,Sandy,6.44,High-Yield Variety,Borewell,150.6,33.8,38.3,112.1,1.46,282.2,1.243,291.0,3.507,8.87,1667.4,13.52,12790.76,105159.53,-92368.77,41.3,44.1
562,2021,Zaid,Maize,Chhattisgarh,Medium,4.15,Sandy,6.23,Traditional,Borewell,220.8,33.4,42.0,146.5,4.22,365.9,1.049,264.0,3.837,15.92,1451.5,0.52,22987.73,167512.44,-144524.71,36.7,34.9
563,2021,Kharif,Soybean,Bihar,Medium,1.5,Black,5.9,Traditional,Borewell,819.7,29.0,82.5,189.8,5.15,616.1,0.605,483.0,3.727,5.59,1573.4,8.05,8087.07,84553.79,-76466.72,63.0,53.4
564,2024,Rabi,Sugarcane,West Bengal,Small,1.79,Loamy,6.34,High-Yield Variety,Rainfed,275.4,24.9,50.5,99.8,3.78,171.7,14.255,285.0,24.477,43.81,1970.7,7.38,79963.2,81094.32,-1131.12,34.7,29.7
565,2022,Rabi,Maize,Uttar Pradesh,Large,2.97,Black,6.65,Traditional,Canal,172.4,20.2,57.3,107.4,2.73,328.0,1.768,388.0,5.798,17.22,2099.5,11.82,31878.65,139028.49,-107149.84,36.2,28.4
566,2024,Kharif,Soybean,Bihar,Medium,0.92,Alluvial,6.65,High-Yield Variety,Rainfed,763.0,27.4,74.6,163.0,3.3,323.8,1.172,237.0,3.794,3.49,1981.0,7.7,6381.4,41503.48,-35122.08,27.0,28.3
567,2024,Rabi,Soybean,Chhattisgarh,Medium,1.47,Black,6.68,High-Yield Variety,Canal,291.7,20.7,55.7,90.7,4.36,365.6,0.89,361.0,3.255,4.79,2084.4,3.38,9646.35,69252.37,-59606.02,18.8,20.6
568,2021,Kharif,Sugarcane,Punjab,Medium,2.67,Alluvial,6.53,High-Yield Variety,Borewell,768.6,30.3,85.3,137.9,4.52,564.9,5.984,364.0,33.802,90.25,1913.1,2.79,167840.21,137696.45,30143.76,47.5,40.6
569,2023,Zaid,Soybean,Assam,Medium,1.58,Loamy,6.71,High-Yield Variety,Borewell,116.2,31.2,37.0,107.1,5.84,355.6,0.583,326.0,2.072,3.27,1723.2,4.06,5406.1,72127.64,-66721.54,34.7,32.9
570,2023,Zaid,Barley,Odisha,Large,2.86,Alluvial,7.06,High-Yield Variety,Drip,142.8,37.7,44.4,89.9,3.54,154.8,2.46,353.0,3.809,10.89,1689.3,11.89,16209.6,112210.8,-96001.2,18.5,13.6
571,2024,Kharif,Barley,Punjab,Small,2.85,Loamy,6.44,High-Yield Variety,Canal,779.5,29.6,86.0,90.0,2.7,485.3,0.925,395.0,4.489,12.79,1820.7,9.56,21061.04,135140.86,-114079.82,32.2,32.3
572,2023,Kharif,Sugarcane,Assam,Medium,5.48,Sandy,6.31,High-Yield Variety,Rainfed,791.1,29.3,82.0,109.7,3.8,295.4,9.473,270.0,27.984,153.35,1869.1,6.4,268285.17,262909.8,5375.37,38.6,30.5
573,2023,Kharif,Soybean,Jharkhand,Small,2.9,Alluvial,5.95,High-Yield Variety,Sprinkler,809.2,24.2,79.7,177.0,5.02,428.7,1.067,347.0,4.574,13.27,1734.7,9.67,20793.74,147588.27,-126794.53,65.4,56.1
574,2024,Zaid,Sugarcane,West Bengal,Large,2.76,Clay,6.44,High-Yield Variety,Borewell,138.2,33.7,45.1,67.9,3.04,267.4,8.737,447.0,23.359,64.47,1921.8,5.88,116617.81,118325.29,-1707.48,22.0,14.2
575,2024,Rabi,Barley,Chhattisgarh,Small,5.56,Loamy,6.78,High-Yield Variety,Drip,257.3,19.7,57.9,136.6,4.6,263.6,2.077,297.0,5.474,30.44,1960.5,11.56,52778.06,239218.13,-186440.07,16.2,11.8
576,2023,Kharif,Sugarcane,Assam,Small,2.5,Clay,6.91,Traditional,Borewell,728.0,26.6,87.3,93.3,3.26,566.7,6.024,306.0,34.139,85.35,1902.0,6.43,151900.45,127661.76,24238.69,43.1,31.3
577,2023,Rabi,Wheat,Uttar Pradesh,Small,4.52,Sandy,6.93,High-Yield Variety,Canal,191.7,23.4,62.3,132.3,2.9,275.9,1.836,297.0,5.067,22.9,2220.3,8.57,46487.7,197674.12,-151186.42,15.0,9.3
578,2024,Kharif,Rice,Assam,Medium,0.56,Black,7.36,High-Yield Variety,Canal,848.4,28.4,78.4,119.7,2.05,524.1,1.295,306.0,,3.8,1838.0,9.5,6320.68,36071.49,-29750.81,31.4,32.8
579,2021,Kharif,Barley,Jharkhand,Medium,7.1,Black,6.83,High-Yield Variety,Drip,652.8,28.7,68.9,136.8,3.66,317.9,1.806,338.0,5.741,40.76,1872.6,6.56,71318.17,340935.87,-269617.7,40.1,31.7
580,2023,Rabi,Sugarcane,Uttar Pradesh,Large,1.67,Sandy,7.63,High-Yield Variety,Canal,358.0,17.0,64.0,119.6,3.28,399.2,8.121,232.0,32.416,54.14,2212.1,6.53,111947.28,72427.85,39519.43,17.2,12.8
581,2023,Kharif,Barley,Uttar Pradesh,Small,3.09,Alluvial,6.61,High-Yield Variety,Rainfed,851.1,24.3,69.1,114.8,3.33,291.4,1.454,299.0,4.237,13.09,1822.8,8.46,21840.65,150496.69,-128656.04,42.2,46.0
582,2022,Kharif,Groundnut,Assam,Small,1.87,Alluvial,6.55,High-Yield Variety,Canal,814.5,26.5,76.0,154.3,4.0,505.1,0.786,265.0,3.968,7.42,1539.7,6.37,10696.75,100668.78,-89972.03,40.9,29.0
583,2022,Zaid,Maize,Assam,Small,2.44,Black,7.62,High-Yield Variety,Sprinkler,88.0,34.8,42.1,111.8,3.22,171.8,3.23,401.0,5.55,13.54,1765.8,11.04,21268.8,107642.46,-86373.66,25.6,19.8
584,2021,Kharif,Wheat,West Bengal,Small,3.97,Sandy,8.03,Traditional,Borewell,763.2,30.0,84.0,129.1,4.87,643.4,0.891,355.0,5.732,22.75,1734.5,5.48,37298.19,200529.16,-163230.97,35.8,30.8
585,2024,Kharif,Barley,West Bengal,Small,6.56,Loamy,6.69,Traditional,Canal,,24.2,74.0,160.1,3.58,515.0,0.946,439.0,4.873,31.97,1982.7,6.22,59440.97,322070.98,-262630.01,41.1,35.8
586,2024,Zaid,Groundnut,Bihar,Small,5.48,Loamy,5.93,High-Yield Variety,Rainfed,102.1,31.2,43.9,112.2,5.54,160.0,1.297,270.0,2.075,11.37,1579.0,9.61,16228.71,221075.9,-204847.19,23.2,16.4
587,2022,Kharif,Maize,Uttar Pradesh,Small,5.72,Sandy,6.61,Traditional,Borewell,724.4,32.2,80.3,124.5,3.98,540.5,1.145,261.0,6.188,35.4,1983.2,5.34,66456.31,276362.84,-209906.53,51.3,48.8
588,2022,Kharif,Wheat,Jharkhand,Medium,1.81,Black,5.27,Traditional,Rainfed,807.1,27.2,80.1,192.3,3.87,324.9,1.248,193.0,4.057,7.34,1925.5,4.91,13439.28,89721.85,-76282.57,42.5,44.0
589,2021,Kharif,Mustard,Bihar,Small,1.23,Clay,6.72,High-Yield Variety,Drip,731.3,27.6,72.8,161.5,5.32,352.3,1.153,339.0,4.064,5.0,1871.8,9.78,8444.2,66216.2,-57772.0,31.9,29.9
590,2022,Kharif,Maize,Jharkhand,Medium,0.83,Alluvial,6.41,Traditional,Canal,822.3,28.3,89.0,114.5,5.78,602.1,1.025,384.0,6.169,5.12,2027.4,8.42,9506.1,55985.82,-46479.72,38.3,34.6
591,2023,Rabi,Wheat,Chhattisgarh,Small,2.65,Clay,7.12,High-Yield Variety,Canal,,21.6,58.5,122.0,2.55,231.5,2.288,258.0,5.296,14.03,1960.9,7.35,25487.9,119321.61,-93833.71,25.2,26.7
592,2022,Zaid,Maize,West Bengal,Medium,2.44,Clay,6.54,High-Yield Variety,Canal,144.6,35.1,49.4,120.1,4.29,368.6,1.28,285.0,4.717,11.51,1654.6,6.09,17884.33,101579.4,-83695.07,34.3,27.6
593,2024,Rabi,Groundnut,Assam,Medium,3.03,Clay,6.83,Traditional,Rainfed,309.6,21.7,57.7,92.4,2.87,175.2,1.734,266.0,3.038,9.21,2030.1,5.63,17644.3,140594.45,-122950.15,13.6,11.5
594,2024,Zaid,Wheat,Uttar Pradesh,Large,5.34,Loamy,6.68,High-Yield Variety,Rainfed,,33.8,39.5,132.4,2.81,129.8,2.402,306.0,3.118,16.65,1629.1,8.94,24699.48,216411.3,-191711.82,28.1,27.6
595,2022,Rabi,Wheat,Punjab,Small,3.77,Alluvial,6.62,Traditional,Canal,206.4,20.2,67.7,168.7,3.96,341.9,1.194,296.0,4.081,15.39,1975.7,6.29,28492.05,167846.55,-139354.5,28.1,24.1
596,2022,Kharif,Mustard,Chhattisgarh,Small,0.95,Black,5.94,Traditional,Canal,854.4,29.4,81.8,157.7,5.18,645.2,0.605,351.0,3.9,3.71,2085.6,6.34,7246.93,62567.35,-55320.42,39.8,24.7
597,2024,Kharif,Mustard,West Bengal,Small,3.25,Sandy,6.04,Traditional,Rainfed,821.2,26.9,73.2,157.7,3.66,250.7,0.727,386.0,,5.92,1973.7,10.72,10431.48,159001.98,-148570.5,43.7,29.4
598,2024,Kharif,Wheat,Uttar Pradesh,Small,0.66,Black,6.51,Traditional,Borewell,837.2,28.2,70.9,117.6,3.88,574.0,0.949,257.0,5.448,3.6,1929.0,9.71,6270.23,44487.14,-38216.91,34.4,25.3
599,2024,Kharif,Wheat,Uttar Pradesh,Small,2.94,Alluvial,6.07,High-Yield Variety,Sprinkler,706.3,27.1,76.0,121.6,4.55,355.4,1.676,329.0,5.957,17.51,1782.3,9.17,28346.63,141735.74,-113389.11,40.8,33.9
600,2023,Kharif,Rice,Uttar Pradesh,Small,4.52,Alluvial,6.67,High-Yield Variety,Drip,777.8,29.3,70.5,138.1,3.98,295.3,2.151,218.0,6.354,28.72,1981.0,12.06,50029.87,217968.35,-167938.48,42.9,38.3
601,2024,Rabi,Sugarcane,West Bengal,Small,1.49,Sandy,5.98,Traditional,Sprinkler,235.8,19.7,62.1,123.8,1.79,248.5,13.365,267.0,33.209,49.48,1948.7,6.91,89760.02,73371.41,16388.61,30.0,28.6
602,2021,Kharif,Sugarcane,Punjab,Small,1.41,Loamy,6.0,Traditional,Rainfed,822.9,28.7,79.9,145.2,3.23,284.0,9.782,300.0,27.779,39.17,1728.5,4.48,64669.08,76746.63,-12077.55,54.5,51.7
603,2021,Rabi,Mustard,Chhattisgarh,Medium,0.53,Sandy,5.92,Traditional,Borewell,267.1,22.9,53.1,161.8,4.71,359.1,0.742,272.0,2.665,1.41,1949.7,6.19,2578.78,32039.57,-29460.79,28.9,26.9
604,2022,Rabi,Rice,Punjab,Medium,2.29,Loamy,6.4,High-Yield Variety,Rainfed,147.7,19.4,70.9,76.1,3.19,140.2,2.564,285.0,3.596,8.23,2187.8,3.43,17387.45,96607.3,-79219.85,15.6,16.3
605,2021,Kharif,Sugarcane,Chhattisgarh,Small,1.24,Black,6.25,High-Yield Variety,Canal,695.7,27.6,66.8,108.8,3.61,540.1,6.648,470.0,35.903,44.52,1996.0,8.02,81730.5,65912.96,15817.54,36.0,21.6
606,2023,Kharif,Wheat,Odisha,Small,4.54,Black,6.79,Traditional,Drip,817.7,27.5,81.7,148.3,3.25,354.5,1.754,274.0,6.216,28.22,1857.2,3.52,50563.27,213384.08,-162820.81,36.1,25.8
607,2024,Kharif,Mustard,Odisha,Medium,2.04,Loamy,6.77,High-Yield Variety,Canal,780.5,27.8,76.7,166.1,4.43,533.7,0.536,306.0,2.863,5.84,1861.6,10.32,9749.66,108464.15,-98714.49,43.3,45.7
608,2024,Zaid,Maize,Jharkhand,Medium,1.79,Sandy,6.6,High-Yield Variety,Canal,5.0,31.9,45.4,112.1,2.07,220.3,2.017,276.0,4.442,7.95,1968.2,3.93,15033.02,86845.55,-71812.53,29.0,20.7
609,2023,Kharif,Groundnut,Assam,Small,1.35,Sandy,5.54,High-Yield Variety,Rainfed,763.1,23.1,77.6,,2.88,285.9,1.161,363.0,3.317,4.48,2086.6,1.07,9247.73,68000.51,-58752.78,23.5,24.8
610,2023,Rabi,Rice,West Bengal,Medium,0.94,Sandy,6.96,High-Yield Variety,Rainfed,85.7,23.0,46.7,87.2,4.73,125.5,3.762,308.0,4.722,4.44,2310.3,5.27,9717.06,51871.42,-42154.36,23.4,21.1
611,2021,Rabi,Rice,Punjab,Medium,1.29,Clay,6.77,High-Yield Variety,Borewell,256.2,18.0,51.2,148.5,3.48,455.9,1.034,351.0,4.715,6.08,2032.8,8.29,11335.46,62588.51,-51253.05,20.9,19.9
612,2024,Kharif,Groundnut,Jharkhand,Small,5.18,Alluvial,6.46,Traditional,Canal,800.6,30.2,85.3,139.7,3.32,516.2,0.883,301.0,4.56,23.62,1929.9,7.78,42037.22,249432.01,-207394.79,44.5,41.1
613,2023,Rabi,Rice,Chhattisgarh,Medium,0.61,Black,6.37,Traditional,Rainfed,217.8,21.7,49.1,83.7,4.26,212.9,1.877,346.0,3.998,2.44,,6.8,4772.86,39093.69,-34320.83,21.0,12.6
614,2022,Zaid,Mustard,Uttar Pradesh,Small,0.56,Black,6.26,High-Yield Variety,Canal,185.3,38.4,54.5,122.5,2.0,393.5,0.491,298.0,1.932,1.08,1870.4,7.92,1860.04,29243.34,-27383.3,17.0,17.5
615,2022,Kharif,Sugarcane,Odisha,Small,2.76,Black,6.82,Traditional,Canal,884.4,29.8,83.8,135.5,3.06,560.5,6.477,391.0,36.302,100.19,1843.1,7.09,171560.97,142765.44,28795.53,37.3,30.3
616,2024,Rabi,Maize,Jharkhand,Large,3.55,Black,6.2,High-Yield Variety,Borewell,233.9,22.6,53.0,86.2,3.6,394.9,1.402,467.0,5.535,19.65,1948.3,2.38,37373.01,161181.17,-123808.16,20.5,20.1
617,2023,Rabi,Soybean,Odisha,Small,4.74,Clay,5.98,High-Yield Variety,Rainfed,184.1,20.6,57.6,148.7,3.15,168.3,1.715,367.0,2.885,13.67,1921.0,9.37,23801.11,204303.69,-180502.58,16.2,12.4
618,2022,Kharif,Groundnut,Chhattisgarh,Small,3.85,Clay,5.97,Traditional,Canal,692.5,28.7,80.3,161.6,2.13,429.7,1.03,252.0,4.424,17.03,1733.3,1.63,29035.78,182737.77,-153701.99,43.9,33.9
619,2023,Rabi,Rice,Jharkhand,Medium,2.17,Black,6.57,Traditional,Canal,210.6,23.4,54.7,111.3,3.5,288.2,1.889,360.0,5.443,11.81,2102.7,10.31,22271.81,100792.82,-78521.01,26.7,17.8
620,2024,Rabi,Maize,Punjab,Small,2.41,Loamy,6.76,High-Yield Variety,Canal,279.5,22.2,69.4,113.2,1.2,379.7,1.55,221.0,5.885,14.18,1821.4,6.6,24123.06,112582.6,-88459.54,26.0,24.2
621,2022,Kharif,Barley,Jharkhand,Small,2.23,Loamy,7.14,High-Yield Variety,Borewell,829.2,25.2,87.4,145.0,3.68,658.0,0.715,378.0,4.702,10.49,1934.7,8.2,18631.14,115302.6,-96671.46,46.2,38.1
622,2023,Rabi,Mustard,Bihar,Small,5.01,Sandy,6.59,High-Yield Variety,Sprinkler,191.9,21.5,60.0,143.7,1.98,241.4,0.959,337.0,2.316,11.6,1997.7,10.35,20775.5,217379.95,-196604.45,10.0,6.8
623,2023,Rabi,Sugarcane,West Bengal,Small,1.47,Loamy,6.25,High-Yield Variety,Borewell,215.6,18.7,54.7,160.6,2.52,388.8,7.591,298.0,29.513,43.38,2097.9,7.36,84310.67,70600.71,13709.96,14.0,12.0
624,2021,Kharif,Soybean,Odisha,Large,1.6,Alluvial,5.69,High-Yield Variety,Borewell,646.8,28.6,73.7,185.2,3.18,552.2,0.621,140.0,3.43,5.49,1599.8,8.4,8044.87,85620.93,-77576.06,35.5,34.1
625,2024,Zaid,Rice,Odisha,Medium,0.92,Black,6.46,High-Yield Variety,Borewell,142.4,32.3,55.2,103.9,3.18,399.6,0.943,298.0,3.768,3.47,1673.1,10.52,5194.99,47314.79,-42119.8,30.7,19.6
626,2021,Zaid,Groundnut,Jharkhand,Small,3.24,Black,6.8,High-Yield Variety,Canal,90.6,34.9,46.6,133.6,3.41,277.6,1.149,319.0,3.189,10.33,1673.3,6.3,16196.93,134848.25,-118651.32,32.0,32.2
627,2024,Rabi,Rice,Uttar Pradesh,Medium,4.01,Loamy,5.97,High-Yield Variety,Canal,196.6,18.7,61.7,188.3,4.33,302.0,1.721,235.0,5.199,20.85,1915.5,8.92,36374.59,169073.59,-132699.0,28.6,22.7
628,2022,Zaid,Wheat,Jharkhand,Medium,1.36,Alluvial,6.45,Traditional,Rainfed,23.0,34.5,46.6,130.3,2.99,140.4,2.3,214.0,3.23,4.39,1715.8,10.88,6712.86,62556.61,-55843.75,12.9,11.2
629,2023,Kharif,Sugarcane,West Bengal,Small,0.86,Loamy,7.19,High-Yield Variety,Canal,821.1,27.8,81.3,149.3,1.43,604.8,5.801,272.0,35.085,30.17,1799.1,9.89,48909.84,46083.86,2825.98,43.8,39.4
630,2021,Rabi,Mustard,Chhattisgarh,Small,4.29,Sandy,6.8,Traditional,Borewell,182.8,19.4,59.8,116.0,3.49,396.1,0.714,381.0,2.829,12.14,2019.3,6.13,23011.86,192733.78,-169721.92,10.5,11.4
631,2022,Kharif,Sugarcane,Odisha,Small,2.76,Loamy,5.98,High-Yield Variety,Drip,843.9,28.6,78.1,197.7,1.52,335.6,11.98,276.0,40.201,110.95,2035.3,10.47,202167.31,130281.88,71885.43,45.9,47.6
632,2022,Kharif,Wheat,Uttar Pradesh,Small,2.45,Black,7.22,High-Yield Variety,Canal,734.0,31.1,74.4,125.0,1.47,507.1,1.053,298.0,5.339,13.08,2033.9,5.49,25144.35,120449.59,-95305.24,25.0,19.0
633,2022,Zaid,Groundnut,Assam,Medium,3.97,Loamy,6.69,Traditional,Rainfed,47.0,32.6,45.3,150.7,4.05,167.4,1.357,416.0,2.272,9.02,1537.5,8.27,12720.38,170853.88,-158133.5,23.9,23.8
634,2023,Kharif,Groundnut,Punjab,Medium,1.89,Black,6.31,High-Yield Variety,Borewell,,29.3,80.8,120.3,4.48,556.4,0.601,416.0,3.345,6.32,1843.0,7.45,10780.16,94928.66,-84148.5,30.6,25.3
635,2022,Zaid,Barley,Punjab,Small,1.3,Alluvial,6.47,High-Yield Variety,Rainfed,173.6,35.0,41.7,192.6,3.36,186.4,1.198,378.0,2.233,2.9,1675.3,5.88,4572.56,64563.18,-59990.62,28.1,21.0
636,2024,Zaid,Barley,Odisha,Small,1.89,Loamy,6.81,Traditional,Canal,5.0,35.0,52.1,128.6,3.83,269.0,1.437,328.0,3.865,7.31,1460.7,7.27,9901.63,89296.94,-79395.31,23.5,20.8
637,2022,Rabi,Groundnut,Odisha,Large,3.72,Alluvial,,High-Yield Variety,Rainfed,335.1,15.5,65.4,118.0,2.63,172.9,1.748,212.0,3.022,11.24,1738.7,6.36,18299.85,160073.23,-141773.38,18.5,13.3
638,2024,Kharif,Mustard,West Bengal,Medium,5.75,Loamy,6.94,High-Yield Variety,Borewell,839.6,25.9,71.4,147.8,3.83,548.6,0.528,260.0,2.898,16.67,1950.6,6.9,30272.59,273066.27,-242793.68,28.3,19.5
639,2021,Zaid,Mustard,Uttar Pradesh,Small,1.38,Alluvial,6.51,Traditional,Sprinkler,100.9,34.8,37.2,76.8,2.48,251.9,0.92,228.0,2.317,3.2,1675.2,5.89,5044.7,65465.48,-60420.78,29.3,18.7
640,2023,Rabi,Sugarcane,Punjab,Small,2.06,Clay,7.54,High-Yield Variety,Canal,63.3,21.2,49.0,163.8,3.07,177.0,18.064,258.0,31.981,65.88,1853.8,11.49,108092.65,95693.86,12398.79,13.2,8.4
641,2021,Rabi,Groundnut,Uttar Pradesh,Small,1.34,Alluvial,6.44,Traditional,Borewell,148.9,22.5,63.6,157.9,4.6,357.1,0.962,346.0,3.433,4.6,2018.5,5.08,8813.72,66436.24,-57622.52,31.8,29.0
642,2021,Rabi,Wheat,Uttar Pradesh,Medium,3.66,Loamy,6.01,High-Yield Variety,Sprinkler,155.0,23.7,55.9,104.4,3.57,278.7,1.96,333.0,5.464,20.0,2150.2,6.26,40311.88,164296.06,-123984.18,24.3,26.2
643,2022,Zaid,Rice,Chhattisgarh,Small,0.99,Alluvial,6.95,High-Yield Variety,Canal,135.8,38.0,43.1,112.1,3.68,324.5,1.506,401.0,4.887,4.84,1717.1,4.03,7975.88,43963.51,-35987.63,11.5,8.8
644,2024,Zaid,Sugarcane,Odisha,Small,2.7,Loamy,7.06,High-Yield Variety,Borewell,87.2,31.5,37.9,132.8,4.1,304.8,7.694,338.0,23.45,63.31,1686.6,8.96,97205.34,124178.01,-26972.67,36.5,36.7
645,2023,Kharif,Soybean,Assam,Small,0.98,Black,5.97,Traditional,Borewell,716.1,31.5,76.7,151.1,5.63,568.9,0.736,294.0,4.185,4.1,1972.1,10.49,7237.44,48143.6,-40906.16,34.7,35.2
646,2023,Rabi,Maize,Bihar,Small,1.72,Sandy,,High-Yield Variety,Canal,277.4,20.5,53.6,142.3,4.32,399.1,1.465,455.0,5.845,10.05,2029.7,7.72,18822.61,76359.84,-57537.23,24.5,17.8
647,2023,Zaid,Mustard,Chhattisgarh,Large,1.53,Sandy,6.82,High-Yield Variety,Sprinkler,141.7,31.4,43.4,124.4,2.87,275.1,0.87,248.0,2.393,3.66,1475.1,8.0,4967.04,71741.69,-66774.65,28.5,18.9
648,2024,Kharif,Rice,Chhattisgarh,Small,1.25,Clay,6.28,High-Yield Variety,Sprinkler,691.2,23.4,66.9,100.5,4.14,382.3,1.545,244.0,5.907,7.38,1937.9,4.29,13688.17,68988.29,-55300.12,29.2,31.9
649,2022,Kharif,Barley,Punjab,Large,5.94,Sandy,6.75,Traditional,Drip,761.8,27.5,78.0,91.3,3.09,338.6,1.616,466.0,5.471,32.5,1683.3,10.24,49107.75,290933.53,-241825.78,39.7,26.6
650,2022,Kharif,Maize,Punjab,Medium,2.04,Alluvial,6.09,Traditional,Drip,750.3,30.3,86.1,214.8,3.32,279.3,2.541,344.0,7.097,14.48,1863.0,4.63,25726.62,102368.28,-76641.66,52.1,52.3
